,Year,Months,Day,MaxTemp,AvgTemp,MinTemp,MaxHumid,MinHumid,AvgHumid,MaxPressure,AvgPressure,MinPressure,MaxSpeed,AvgSpeed,MinSpeed,AvgDirn,Weather Description,Temp6,Temp12,Temp20,Humid6,Humid12,Humid20,Press6,Press12,Press20,WindDirn6,WindDirn12,WindDirn20,WinSpeed6,WinSpeed12,WinSpeed20,WeatherDiscpc6,WeatherDiscpc12,WeatherDiscpc20
0,2012,10,02,22.7,18.74,16.89,55.0,43.0,50.5,1013.0,1011.96,1011.0,6,4.83,1,268.12,0.0,17.37,17.84,22.57,53.0,51.0,43.0,1012.0,1012.0,1012.0,266,269,240,6,5,5,0.0,0.0,0.0
1,2012,10,03,20.73,17.92,16.39,100.0,46.0,68.54,1017.0,1015.54,1014.0,5,2.42,0,118.92,0.0,16.7,18.22,18.47,55.0,81.0,93.0,1015.0,1016.0,1015.0,210,80,60,3,1,4,1.0,0.0,0.0
2,2012,10,04,23.12,19.84,17.97,100.0,83.0,95.0,1018.0,1016.88,1015.0,3,1.88,0,71.96,0.0,18.09,18.69,22.83,100.0,100.0,88.0,1016.0,1018.0,1018.0,40,30,40,3,2,3,0.0,0.0,0.0
3,2012,10,05,24.12,21.89,19.43,100.0,78.0,93.04,1020.0,1019.25,1017.0,4,1.38,0,49.58,0.0,20.71,21.03,23.72,100.0,94.0,83.0,1020.0,1020.0,1018.0,0,0,160,0,0,3,0.0,0.0,0.0
4,2012,10,06,27.63,20.8,15.63,100.0,39.0,71.04,1018.0,1016.92,1014.0,4,1.67,0,186.5,0.0,17.12,16.09,27.63,88.0,72.0,39.0,1018.0,1018.0,1014.0,320,290,260,2,1,2,0.0,0.0,0.0
5,2012,10,07,25.69,19.88,15.86,93.0,50.0,66.46,1015.0,1011.12,1007.0,9,4.54,0,209.17,0.0,17.62,17.49,22.28,73.0,77.0,56.0,1012.0,1011.0,1008.0,140,220,250,2,4,8,0.0,0.0,1.0
6,2012,10,08,14.66,11.5,7.49,76.0,50.0,62.25,1019.0,1017.08,1014.0,8,2.92,0,234.88,0.0,10.88,10.72,12.44,54.0,54.0,71.0,1017.0,1018.0,1017.0,330,350,230,5,2,1,0.0,1.0,0.0
7,2012,10,09,13.63,10.3,5.87,87.0,54.0,69.92,1025.0,1022.04,1018.0,5,2.88,0,257.88,0.0,7.55,8.25,13.48,76.0,76.0,58.0,1020.0,1023.0,1024.0,320,320,227,4,4,0,0.0,0.0,0.0
8,2012,10,10,16.45,12.74,10.72,93.0,44.0,76.71,1025.0,1021.92,1013.0,6,3.29,0,73.21,0.0,10.72,11.75,15.03,71.0,81.0,93.0,1023.0,1022.0,1020.0,70,30,257,3,4,0,0.0,0.0,0.0
9,2012,10,11,19.15,15.81,13.02,100.0,48.0,85.04,1017.0,1013.38,1009.0,7,4.54,0,98.62,0.0,15.81,13.39,19.15,92.0,93.0,73.0,1013.0,1015.0,1013.0,48,40,258,6,5,6,0.0,0.0,0.0
10,2012,10,12,16.61,13.08,8.77,58.0,31.0,46.96,1023.0,1018.46,1011.0,10,5.42,1,280.21,0.0,11.36,9.88,16.61,54.0,53.0,31.0,1016.0,1021.0,1021.0,300,300,260,6,6,4,0.0,0.0,0.0
11,2012,10,13,14.95,11.04,5.89,81.0,39.0,59.21,1026.0,1019.46,1013.0,9,4.42,0,233.92,0.0,7.27,8.2,13.02,75.0,62.0,54.0,1021.0,1019.0,1022.0,0,230,300,0,4,9,0.0,0.0,1.0
12,2012,10,14,12.94,7.52,0.67,74.0,27.0,46.04,1034.0,1030.79,1027.0,8,3.12,0,146.67,0.0,4.28,3.08,12.94,48.0,48.0,27.0,1031.0,1033.0,1029.0,10,360,180,3,2,4,0.0,0.0,0.0
13,2012,10,15,22.8,15.13,10.48,76.0,43.0,62.0,1028.0,1022.92,1016.0,7,4.54,1,216.46,1.0,11.5,13.23,22.63,66.0,76.0,46.0,1025.0,1023.0,1017.0,210,210,200,7,4,6,0.0,1.0,1.0
14,2012,10,16,22.9,19.1,16.41,93.0,60.0,73.33,1016.0,1009.54,1004.0,6,4.04,0,199.71,0.0,16.53,17.79,20.58,82.0,82.0,64.0,1013.0,1008.0,1004.0,190,180,220,3,4,4,0.0,0.0,0.0
15,2012,10,17,17.25,14.37,11.72,88.0,50.0,61.12,1011.0,1006.92,1004.0,10,4.5,0,298.96,0.0,14.52,11.93,15.75,67.0,58.0,50.0,1005.0,1008.0,1009.0,310,310,297,5,7,2,0.0,0.0,0.0
16,2012,10,18,18.01,10.54,4.19,81.0,39.0,57.12,1017.0,1014.42,1012.0,5,2.12,0,234.67,0.0,5.95,7.17,18.01,65.0,66.0,39.0,1014.0,1016.0,1014.0,360,70,0,2,2,2,0.0,0.0,1.0
17,2012,10,19,19.83,12.53,5.85,93.0,52.0,70.25,1017.0,1016.12,1015.0,6,2.42,0,100.42,0.0,8.13,7.52,19.26,76.0,93.0,52.0,1016.0,1017.0,1015.0,0,20,140,0,1,5,0.0,0.0,1.0
18,2012,10,20,20.79,18.82,17.23,93.0,72.0,88.17,1017.0,1010.42,1005.0,9,4.96,3,140.42,0.0,18.3,18.79,20.72,93.0,93.0,93.0,1013.0,1011.0,1006.0,160,130,170,3,6,4,0.0,0.0,0.0
19,2012,10,21,19.32,17.24,15.16,100.0,45.0,85.62,1008.0,1005.92,1005.0,7,2.92,0,129.08,0.0,18.4,15.62,17.03,100.0,100.0,57.0,1006.0,1006.0,1006.0,157,22,210,2,0,5,0.0,0.0,0.0
20,2012,10,22,19.31,14.21,9.78,66.0,39.0,53.04,1015.0,1012.5,1008.0,7,4.75,1,284.33,0.0,11.94,10.9,19.12,54.0,63.0,39.0,1011.0,1013.0,1014.0,270,276,292,3,5,2,0.0,0.0,0.0
21,2012,10,23,21.19,14.85,10.4,66.0,37.0,50.12,1020.0,1017.38,1015.0,7,4.92,1,292.58,0.0,12.05,11.12,21.06,54.0,66.0,40.0,1017.0,1019.0,1016.0,300,300,310,7,7,6,0.0,0.0,0.0
22,2012,10,24,18.37,14.08,9.19,81.0,42.0,61.75,1020.0,1018.75,1017.0,7,1.67,0,163.29,0.0,10.24,11.63,16.6,66.0,62.0,72.0,1018.0,1020.0,1018.0,220,340,50,2,2,3,0.0,1.0,0.0
23,2012,10,25,16.84,15.08,14.13,93.0,72.0,86.17,1021.0,1019.88,1019.0,5,3.29,0,47.71,0.0,14.4,14.26,16.64,93.0,87.0,82.0,1019.0,1021.0,1020.0,60,40,40,5,3,4,0.0,0.0,0.0
24,2012,10,26,17.62,15.55,13.72,87.0,67.0,76.62,1025.0,1023.58,1022.0,4,2.5,0,87.54,0.0,14.39,14.45,17.62,82.0,71.0,77.0,1023.0,1024.0,1024.0,100,70,193,2,2,0,0.0,0.0,0.0
25,2012,10,27,19.73,16.94,15.1,82.0,63.0,73.67,1025.0,1022.71,1020.0,3,1.54,0,91.67,0.0,15.1,15.62,19.38,82.0,82.0,68.0,1023.0,1023.0,1021.0,130,40,0,1,2,1,0.0,0.0,0.0
26,2012,10,28,19.21,17.73,16.54,88.0,67.0,75.5,1021.0,1017.12,1014.0,6,3.17,1,80.42,0.0,17.12,17.07,18.93,67.0,82.0,72.0,1019.0,1017.0,1014.0,120,110,50,2,2,5,0.0,0.0,0.0
27,2012,10,29,16.53,15.32,14.45,82.0,62.0,71.92,1014.0,1010.92,1006.0,11,7.62,4,47.5,0.0,15.76,14.69,15.15,72.0,67.0,82.0,1012.0,1012.0,1007.0,60,50,50,8,8,8,0.0,0.0,0.0
28,2012,10,30,17.82,14.63,13.14,88.0,71.0,79.33,1006.0,990.54,966.0,21,12.38,7,37.08,0.0,13.32,13.46,16.88,76.0,76.0,82.0,1002.0,994.0,971.0,30,20,60,7,12,21,0.0,0.0,0.0
29,2012,10,31,17.15,14.05,12.12,93.0,62.0,74.83,998.0,988.38,970.0,25,11.17,0,184.5,0.0,13.81,13.64,12.75,76.0,62.0,66.0,983.0,991.0,996.0,140,180,170,15,11,7,0.0,0.0,0.0
30,2012,11,01,12.12,10.21,8.49,76.0,50.0,62.25,1001.0,999.25,998.0,6,4.04,2,234.58,0.0,10.43,8.49,10.89,54.0,66.0,61.0,998.0,1000.0,1000.0,230,230,250,5,3,4,0.0,0.0,0.0
31,2012,11,02,12.29,9.31,6.01,76.0,53.0,64.96,1002.0,1001.62,1001.0,6,4.25,0,264.71,0.0,7.19,6.93,12.29,70.0,70.0,54.0,1001.0,1002.0,1001.0,250,240,280,4,5,6,1.0,0.0,0.0
32,2012,11,03,12.45,10.37,9.23,70.0,50.0,61.42,1005.0,1003.38,1003.0,7,4.92,0,286.54,0.0,9.71,9.45,11.54,70.0,61.0,50.0,1003.0,1004.0,1003.0,270,270,320,5,5,7,0.0,0.0,0.0
33,2012,11,04,11.43,8.49,6.76,81.0,45.0,62.79,1012.0,1009.25,1006.0,10,6.75,0,309.67,0.0,7.07,7.29,10.52,75.0,70.0,53.0,1008.0,1009.0,1011.0,300,300,330,6,7,10,0.0,0.0,1.0
34,2012,11,05,11.7,7.56,5.04,75.0,43.0,64.58,1015.0,1014.12,1013.0,11,4.5,0,289.21,0.0,5.62,5.37,11.12,72.0,69.0,43.0,1014.0,1015.0,1013.0,305,4,280,7,0,6,0.0,0.0,1.0
35,2012,11,06,9.38,7.03,4.54,82.0,22.0,60.08,1019.0,1013.46,1013.0,8,3.88,0,318.04,0.0,9.38,4.54,8.46,66.0,82.0,22.0,1013.0,1013.0,1013.0,303,346,4,5,4,0,0.0,0.0,0.0
36,2012,11,07,7.63,2.91,-1.31,55.0,38.0,47.04,1024.0,1022.38,1020.0,5,3.62,0,88.33,0.0,0.46,-1.13,7.63,55.0,51.0,38.0,1022.0,1024.0,1022.0,20,30,50,4,3,3,0.0,0.0,0.0
37,2012,11,08,5.43,3.43,1.54,100.0,44.0,69.12,1021.0,1014.96,1010.0,10,6.75,3,122.92,0.0,3.45,4.5,2.24,64.0,64.0,93.0,1018.0,1014.0,1010.0,30,30,360,6,7,7,0.0,0.0,0.0
38,2012,11,09,9.48,4.66,0.94,100.0,45.0,68.04,1010.0,1007.96,1006.0,12,5.88,0,317.67,0.0,2.68,3.87,9.36,93.0,55.0,49.0,1007.0,1008.0,1007.0,330,94,10,8,0,5,0.0,0.0,1.0
39,2012,11,10,13.31,7.44,3.73,64.0,37.0,50.12,1020.0,1015.42,1010.0,10,5.88,0,319.38,0.0,4.0,4.23,13.31,64.0,60.0,40.0,1013.0,1016.0,1018.0,320,310,320,7,8,7,0.0,0.0,0.0
40,2012,11,11,13.88,8.59,4.31,70.0,46.0,62.75,1028.0,1024.5,1021.0,7,2.29,0,230.71,0.0,5.08,5.38,13.14,61.0,70.0,66.0,1023.0,1025.0,1027.0,270,288,40,3,0,1,0.0,0.0,0.0
41,2012,11,12,18.79,13.1,7.73,87.0,38.0,72.0,1032.0,1022.38,1013.0,5,2.29,0,184.42,0.0,11.85,11.04,18.79,77.0,80.0,72.0,1013.0,1013.0,1031.0,182,191,180,1,3,4,0.0,0.0,0.0
42,2012,11,13,20.16,12.78,8.07,100.0,72.0,87.5,1033.0,1030.25,1026.0,6,2.29,0,144.62,0.0,9.75,8.44,19.56,93.0,100.0,72.0,1032.0,1031.0,1027.0,170,170,222,2,1,1,0.0,0.0,0.0
43,2012,11,14,16.9,12.14,7.75,93.0,61.0,84.12,1028.0,1024.29,1020.0,7,4.33,1,251.88,0.0,16.36,10.56,8.91,93.0,87.0,61.0,1022.0,1025.0,1026.0,170,320,330,4,3,4,0.0,0.0,0.0
44,2012,11,15,10.45,6.0,2.44,80.0,45.0,54.83,1034.0,1031.83,1029.0,7,4.12,0,130.83,0.0,4.29,2.64,10.45,64.0,60.0,45.0,1031.0,1033.0,1032.0,20,10,320,4,7,4,0.0,0.0,0.0
45,2012,11,16,8.35,6.41,4.3,75.0,32.0,64.71,1032.0,1016.96,1013.0,5,3.92,0,41.96,1.0,8.35,5.41,7.49,64.0,75.0,64.0,1013.0,1013.0,1013.0,27,23,25,4,4,3,0.0,1.0,0.0
46,2012,11,17,9.72,6.73,2.53,72.0,45.0,59.33,1028.0,1020.46,1013.0,5,3.25,0,175.29,0.0,7.49,2.89,9.72,64.0,64.0,49.0,1013.0,1026.0,1027.0,25,350,360,3,4,2,0.0,1.0,0.0
47,2012,11,18,13.1,5.96,1.65,60.0,43.0,53.71,1037.0,1033.33,1028.0,6,3.08,0,45.0,0.0,2.86,1.89,13.1,52.0,60.0,43.0,1031.0,1035.0,1035.0,10,10,70,4,3,3,0.0,0.0,0.0
48,2012,11,19,10.78,5.77,1.64,75.0,52.0,63.88,1039.0,1037.33,1036.0,5,3.54,2,35.42,0.0,3.46,1.64,10.21,60.0,65.0,66.0,1037.0,1038.0,1037.0,10,40,50,2,3,5,0.0,0.0,1.0
49,2012,11,20,10.21,6.11,2.45,86.0,61.0,72.08,1037.0,1032.46,1027.0,6,3.75,2,46.67,1.0,4.4,3.2,10.21,75.0,80.0,70.0,1035.0,1033.0,1028.0,30,20,70,4,3,3,0.0,1.0,1.0
50,2012,11,21,11.16,5.85,1.22,80.0,49.0,67.33,1027.0,1022.83,1020.0,5,2.46,1,64.58,0.0,2.13,2.41,10.99,75.0,70.0,57.0,1024.0,1023.0,1020.0,20,30,50,2,2,3,0.0,1.0,0.0
51,2012,11,22,13.51,7.22,2.35,75.0,40.0,58.96,1023.0,1021.79,1021.0,5,2.46,1,55.42,0.0,4.58,2.35,13.51,75.0,60.0,40.0,1021.0,1022.0,1022.0,10,20,40,1,2,2,0.0,0.0,0.0
52,2012,11,23,14.54,6.9,1.84,81.0,57.0,66.79,1025.0,1023.62,1022.0,3,2.12,0,76.21,0.0,3.83,3.04,14.54,70.0,81.0,58.0,1024.0,1024.0,1022.0,30,40,50,3,3,2,0.0,0.0,0.0
53,2012,11,24,15.99,7.08,0.95,100.0,62.0,80.5,1022.0,1016.79,1008.0,5,1.21,0,110.79,0.0,3.35,0.95,14.47,87.0,93.0,62.0,1020.0,1018.0,1013.0,0,0,208,0,0,1,0.0,0.0,1.0
54,2012,11,25,10.77,7.47,4.84,81.0,38.0,51.88,1008.0,1006.5,1005.0,13,7.38,2,279.12,1.0,9.33,4.86,6.67,59.0,48.0,39.0,1005.0,1007.0,1006.0,274,300,280,7,9,7,1.0,0.0,1.0
55,2012,11,26,6.01,3.71,2.04,51.0,24.0,45.21,1014.0,1011.92,1009.0,11,6.25,1,288.79,0.0,2.8,2.3,5.49,47.0,47.0,24.0,1011.0,1013.0,1013.0,290,290,272,7,5,4,0.0,0.0,1.0
56,2012,11,27,11.12,5.38,2.54,51.0,31.0,43.5,1022.0,1017.12,1013.0,8,4.79,1,253.08,1.0,3.04,2.54,10.66,48.0,44.0,34.0,1015.0,1017.0,1020.0,240,260,290,4,6,3,0.0,1.0,0.0
57,2012,11,28,4.32,2.72,0.63,100.0,36.0,67.04,1026.0,1024.25,1022.0,5,2.62,0,67.92,0.0,1.61,4.16,2.7,55.0,52.0,93.0,1024.0,1026.0,1023.0,0,30,20,0,3,3,0.0,0.0,0.0
58,2012,11,29,6.26,3.44,1.63,93.0,41.0,69.71,1024.0,1022.83,1022.0,7,3.92,1,255.67,0.0,3.02,1.63,5.07,74.0,74.0,55.0,1023.0,1023.0,1022.0,360,330,330,4,4,6,0.0,0.0,1.0
59,2012,11,30,7.78,3.59,-0.74,81.0,32.0,64.04,1026.0,1018.29,1013.0,7,4.71,0,270.33,0.0,5.54,1.82,7.78,64.0,81.0,45.0,1013.0,1013.0,1025.0,284,287,230,5,5,5,1.0,0.0,0.0
60,2012,12,01,8.55,4.18,-0.11,70.0,45.0,54.58,1029.0,1027.75,1026.0,7,3.38,0,128.33,0.0,2.12,-0.02,8.35,48.0,55.0,65.0,1026.0,1028.0,1029.0,240,0,50,3,0,5,0.0,0.0,0.0
61,2012,12,02,9.6,5.16,3.43,93.0,44.0,81.83,1033.0,1029.12,1013.0,8,5.33,0,57.38,0.0,4.14,3.5,5.35,80.0,80.0,93.0,1031.0,1033.0,1031.0,30,60,50,4,7,6,0.0,0.0,0.0
62,2012,12,03,10.78,6.84,4.98,100.0,76.0,91.58,1032.0,1027.38,1020.0,6,2.62,0,98.33,0.0,5.24,5.49,10.69,87.0,100.0,81.0,1030.0,1028.0,1022.0,30,110,190,2,2,2,0.0,0.0,0.0
63,2012,12,04,17.92,11.85,7.67,93.0,55.0,76.12,1023.0,1021.12,1019.0,6,2.71,0,224.58,0.0,9.9,7.98,17.68,87.0,84.0,58.0,1019.0,1021.0,1022.0,230,120,300,4,1,2,0.0,0.0,1.0
64,2012,12,05,17.18,11.13,7.12,100.0,62.0,88.71,1025.0,1023.79,1020.0,5,2.29,0,85.42,0.0,7.16,9.2,16.88,93.0,100.0,87.0,1025.0,1025.0,1021.0,40,40,170,0,3,4,0.0,0.0,0.0
65,2012,12,06,13.58,11.87,6.97,100.0,43.0,71.71,1020.0,1016.25,1013.0,9,5.46,2,256.67,0.0,11.88,12.43,12.0,87.0,76.0,43.0,1014.0,1016.0,1017.0,190,320,320,4,6,9,0.0,0.0,0.0
66,2012,12,07,6.48,2.82,-1.24,75.0,35.0,49.29,1032.0,1025.38,1021.0,11,4.42,0,211.5,0.0,2.1,-0.17,6.48,55.0,55.0,35.0,1024.0,1027.0,1026.0,320,330,0,6,6,0,0.0,0.0,1.0
67,2012,12,08,6.43,2.0,-1.07,100.0,38.0,64.58,1026.0,1023.0,1019.0,4,2.0,0,152.92,0.0,-0.95,-0.11,5.68,51.0,69.0,81.0,1025.0,1023.0,1019.0,240,220,180,2,1,4,1.0,1.0,0.0
68,2012,12,09,12.7,9.97,7.68,95.0,81.0,88.67,1016.0,1013.12,1013.0,4,1.58,0,233.38,0.0,9.33,9.73,12.7,89.0,95.0,87.0,1013.0,1013.0,1013.0,252,287,253,2,0,3,0.0,0.0,0.0
69,2012,12,10,9.9,8.25,6.35,93.0,65.0,79.96,1024.0,1019.92,1014.0,6,3.08,1,137.92,0.0,9.59,7.79,6.92,87.0,93.0,70.0,1016.0,1022.0,1023.0,240,10,60,2,2,4,0.0,0.0,0.0
70,2012,12,11,14.84,10.23,6.55,100.0,82.0,93.79,1022.0,1010.67,1001.0,5,2.71,0,107.08,0.0,7.63,9.29,14.51,93.0,100.0,93.0,1015.0,1010.0,1002.0,40,200,180,4,1,2,0.0,0.0,0.0
71,2012,12,12,14.52,9.8,6.91,93.0,31.0,72.17,1013.0,1007.79,1000.0,8,3.33,0,239.54,0.0,9.8,7.18,8.94,81.0,75.0,62.0,1002.0,1011.0,1013.0,310,290,327,8,6,4,0.0,0.0,0.0
72,2012,12,13,7.58,4.9,1.61,62.0,39.0,48.71,1029.0,1025.04,1013.0,6,2.88,0,307.58,1.0,3.41,1.75,7.17,52.0,48.0,39.0,1023.0,1027.0,1028.0,330,340,330,5,3,2,1.0,1.0,1.0
73,2012,12,14,9.21,3.94,0.56,55.0,39.0,49.5,1031.0,1029.75,1028.0,4,1.83,0,79.04,0.0,1.82,0.56,9.21,55.0,55.0,42.0,1030.0,1031.0,1029.0,10,0,80,2,0,2,1.0,1.0,0.0
74,2012,12,15,11.35,3.44,-2.55,80.0,31.0,51.88,1028.0,1024.88,1021.0,5,2.88,0,192.5,0.0,-0.96,-0.56,11.35,69.0,59.0,31.0,1027.0,1025.0,1021.0,0,200,260,0,3,5,0.0,0.0,0.0
75,2012,12,16,9.76,4.27,-0.88,74.0,40.0,55.08,1027.0,1024.5,1022.0,4,2.54,0,154.58,1.0,1.73,0.65,9.46,56.0,64.0,49.0,1024.0,1025.0,1024.0,310,10,50,3,1,2,0.0,0.0,1.0
76,2012,12,17,8.8,7.45,5.79,93.0,52.0,73.62,1025.0,1020.08,1015.0,7,4.21,2,84.17,0.0,6.75,8.1,7.72,65.0,70.0,93.0,1023.0,1020.0,1016.0,60,80,50,2,3,4,0.0,1.0,0.0
77,2012,12,18,7.33,6.5,5.35,93.0,81.0,87.96,1015.0,1012.04,1009.0,9,6.21,4,50.83,0.0,6.61,5.35,6.73,87.0,87.0,87.0,1013.0,1012.0,1010.0,60,40,60,9,4,5,0.0,0.0,0.0
78,2012,12,19,13.42,9.36,6.76,100.0,62.0,84.46,1008.0,1001.04,998.0,9,4.54,1,148.75,0.0,7.72,8.52,13.28,93.0,93.0,62.0,1002.0,1000.0,998.0,50,20,270,4,1,5,0.0,0.0,1.0
79,2012,12,20,10.88,7.76,5.81,66.0,22.0,54.29,1015.0,1006.17,999.0,11,8.04,1,300.0,0.0,6.97,5.87,9.51,61.0,56.0,22.0,1003.0,1006.0,1009.0,290,290,300,9,7,5,0.0,0.0,0.0
80,2012,12,21,6.8,4.31,0.54,65.0,48.0,55.79,1023.0,1020.17,1016.0,7,3.67,2,173.33,0.0,2.79,0.58,6.47,52.0,59.0,56.0,1020.0,1022.0,1020.0,340,20,160,4,2,3,0.0,0.0,0.0
81,2012,12,22,14.24,9.15,4.83,87.0,52.0,73.5,1018.0,997.71,986.0,14,8.54,3,165.83,0.0,9.52,13.78,6.02,81.0,87.0,56.0,1006.0,989.0,990.0,110,130,240,8,13,9,0.0,0.0,0.0
82,2012,12,23,4.97,3.9,3.08,74.0,41.0,57.17,1006.0,997.79,993.0,12,8.25,5,272.29,0.0,3.31,3.44,4.5,69.0,64.0,48.0,994.0,997.0,1003.0,240,290,300,5,6,12,1.0,0.0,0.0
83,2012,12,24,7.19,4.33,2.17,52.0,28.0,45.54,1015.0,1011.5,1007.0,11,6.29,3,276.25,0.0,3.34,2.17,7.19,51.0,51.0,35.0,1010.0,1014.0,1011.0,300,260,270,6,4,4,0.0,0.0,0.0
84,2012,12,25,5.2,1.98,-2.23,68.0,33.0,46.88,1019.0,1016.38,1012.0,5,2.5,0,239.96,0.0,0.57,-2.23,4.98,47.0,68.0,48.0,1015.0,1018.0,1018.0,300,280,100,3,3,2,0.0,0.0,0.0
85,2012,12,26,6.27,3.45,1.59,93.0,55.0,79.83,1022.0,1016.29,1013.0,6,3.67,0,197.12,0.0,2.44,2.7,4.9,93.0,86.0,64.0,1013.0,1015.0,1019.0,70,330,330,3,3,3,0.0,0.0,0.0
86,2012,12,27,3.4,0.65,-1.77,93.0,63.0,71.0,1025.0,1022.25,1012.0,13,5.58,0,62.88,0.0,-0.58,-1.2,1.55,69.0,68.0,80.0,1025.0,1025.0,1018.0,79,10,60,0,4,9,0.0,1.0,0.0
87,2012,12,28,5.04,3.95,2.17,93.0,64.0,81.21,1011.0,998.29,992.0,16,10.38,2,167.88,0.0,4.86,4.63,4.0,86.0,80.0,64.0,996.0,992.0,1000.0,50,10,300,15,8,11,0.0,0.0,1.0
88,2012,12,29,4.48,1.34,-0.18,64.0,51.0,58.38,1018.0,1013.75,1005.0,11,7.33,1,307.83,0.0,-0.11,-0.13,4.33,59.0,59.0,55.0,1011.0,1015.0,1017.0,320,288,300,9,1,5,0.0,0.0,0.0
89,2012,12,30,1.73,0.3,-1.76,93.0,64.0,72.54,1019.0,1011.88,999.0,8,3.42,0,146.88,0.0,-1.56,0.18,1.43,64.0,69.0,93.0,1017.0,1014.0,1002.0,20,80,40,1,3,5,0.0,0.0,0.0
90,2012,12,31,2.84,0.77,-0.38,86.0,40.0,59.33,1016.0,1008.92,999.0,14,8.12,2,311.5,0.0,0.09,-0.38,2.57,40.0,58.0,43.0,1008.0,1009.0,1014.0,315,300,300,7,7,14,0.0,0.0,0.0
91,2013,01,01,4.46,0.59,-2.39,58.0,40.0,50.0,1022.0,1020.0,1015.0,13,6.08,1,272.17,0.0,-2.17,-0.74,4.12,54.0,50.0,44.0,1022.0,1022.0,1017.0,292,270,250,1,6,6,0.0,1.0,1.0
92,2013,01,02,5.02,4.2,2.17,64.0,44.0,53.71,1015.0,1012.17,1011.0,8,6.42,4,268.75,0.0,4.65,4.5,4.25,52.0,55.0,55.0,1012.0,1012.0,1011.0,250,260,300,6,7,4,0.0,1.0,0.0
93,2013,01,03,1.8,-1.43,-4.15,82.0,40.0,56.46,1024.0,1015.83,1013.0,10,5.67,1,314.54,1.0,-3.41,-4.15,1.8,67.0,72.0,43.0,1015.0,1013.0,1017.0,315,321,330,4,6,7,0.0,0.0,1.0
94,2013,01,04,2.14,-1.07,-3.56,63.0,40.0,53.67,1023.0,1020.88,1018.0,6,4.5,2,293.33,1.0,-1.62,-3.52,2.14,58.0,63.0,40.0,1022.0,1022.0,1018.0,310,330,0,6,5,2,1.0,1.0,0.0
95,2013,01,05,4.53,1.82,-0.16,81.0,40.0,51.75,1031.0,1018.79,1014.0,8,6.12,4,261.96,0.0,0.45,1.75,4.19,58.0,51.0,47.0,1021.0,1018.0,1014.0,271,265,250,4,7,6,1.0,0.0,0.0
96,2013,01,06,7.85,3.21,0.76,51.0,38.0,46.12,1025.0,1020.5,1015.0,8,4.88,0,276.71,0.0,1.72,1.2,7.85,47.0,50.0,38.0,1017.0,1022.0,1024.0,260,260,310,4,5,4,0.0,1.0,0.0
97,2013,01,07,9.39,3.61,0.35,80.0,39.0,56.62,1025.0,1020.12,1015.0,6,3.04,0,223.75,0.0,1.7,1.73,9.39,51.0,80.0,45.0,1023.0,1020.0,1015.0,220,210,230,2,3,3,0.0,0.0,0.0
98,2013,01,08,9.03,5.2,1.91,64.0,39.0,51.71,1034.0,1022.42,1016.0,7,4.58,0,262.25,0.0,3.63,2.05,8.47,52.0,64.0,55.0,1018.0,1023.0,1034.0,290,300,264,5,5,3,0.0,0.0,0.0
99,2013,01,09,10.33,2.87,-1.89,86.0,40.0,54.92,1030.0,1028.75,1027.0,7,3.04,0,187.08,0.0,-1.24,-0.61,10.16,55.0,75.0,45.0,1029.0,1029.0,1028.0,210,215,250,1,3,3,0.0,0.0,1.0
100,2013,01,10,9.47,5.17,0.37,81.0,20.0,56.92,1045.0,1031.62,1022.0,7,2.92,0,210.79,0.0,4.11,2.46,7.45,74.0,68.0,46.0,1032.0,1035.0,1038.0,133,125,286,2,1,3,0.0,0.0,0.0
101,2013,01,11,10.04,7.69,5.44,64.0,34.0,47.33,1036.0,1028.54,1022.0,10,6.0,3,296.46,0.0,7.4,5.47,9.22,49.0,48.0,39.0,1025.0,1031.0,1032.0,280,310,320,6,6,5,0.0,1.0,0.0
102,2013,01,12,6.85,4.49,1.44,93.0,45.0,64.29,1035.0,1030.38,1023.0,4,2.88,1,81.67,0.0,2.62,2.79,6.72,55.0,64.0,83.0,1034.0,1032.0,1025.0,40,90,55,1,2,4,0.0,0.0,0.0
103,2013,01,13,9.17,7.65,6.09,100.0,93.0,93.71,1027.0,1020.88,1018.0,5,2.75,2,72.25,0.0,6.91,7.8,8.98,93.0,93.0,93.0,1019.0,1021.0,1021.0,40,20,55,3,3,2,0.0,0.0,0.0
104,2013,01,14,9.69,8.29,7.61,100.0,87.0,92.71,1026.0,1020.46,1018.0,4,2.12,0,131.5,0.0,7.61,7.78,9.21,93.0,100.0,87.0,1021.0,1020.0,1019.0,90,190,190,2,2,3,0.0,0.0,0.0
105,2013,01,15,14.12,11.05,9.25,100.0,50.0,84.08,1021.0,1017.42,1014.0,5,2.62,0,234.79,0.0,9.58,10.61,13.14,93.0,100.0,54.0,1016.0,1016.0,1020.0,190,290,310,1,2,5,0.0,0.0,0.0
106,2013,01,16,10.35,4.67,2.87,80.0,52.0,63.79,1027.0,1025.25,1022.0,7,3.42,2,228.96,0.0,4.13,3.21,4.45,69.0,64.0,59.0,1025.0,1026.0,1025.0,20,360,10,4,3,3,0.0,0.0,0.0
107,2013,01,17,5.55,3.06,1.59,93.0,49.0,77.38,1025.0,1016.29,1012.0,4,2.75,0,154.75,0.0,5.55,3.87,2.3,66.0,88.0,86.0,1013.0,1013.0,1012.0,22,65,340,2,4,2,0.0,0.0,0.0
