,Actual,pred
302,26.1,25.94683867222241
303,25.8,26.115517960215524
304,25.7,25.972102572981086
305,26.0,25.715245433284085
306,25.2,25.78458141862269
307,24.5,25.46534359453723
308,24.5,25.009627675516743
309,24.4,24.81498500660332
310,25.0,24.56828749252398
311,25.5,24.679926924829804
312,25.0,25.052823162923527
313,25.0,24.891788473770237
314,26.5,24.876780042609763
315,26.8,25.72700204626118
316,23.5,24.154079780874152
317,23.4,23.872144754879326
318,23.5,23.52826892420246
319,23.5,23.425310769179372
320,22.6,23.35321902221744
321,23.0,22.922916078368257
322,22.5,23.08042116354434
323,22.5,22.739494767081727
324,22.0,22.59849353484375
325,23.0,22.209056812568317
326,22.8,22.713750060094927
327,22.0,22.665076892944413
328,21.0,22.212696808466298
329,20.5,21.532752106441567
330,21.4,21.07917977917342
331,20.6,21.344576441989712
332,21.5,20.80436072217227
333,22.8,21.18494735351646
334,21.5,21.975644054519034
335,22.6,21.60816236654554
336,23.0,22.108936432240625
337,22.2,22.463814219741234
338,21.5,22.29225382454354
339,22.5,21.77506956492554
340,20.5,22.262176929249005
341,19.5,19.360051758908778
342,19.5,19.511733011905736
343,19.3,19.446777982303434
344,20.0,19.347865720584597
345,19.8,19.613995455602385
346,19.5,19.6274744757425
347,19.2,19.50158444450319
348,19.0,19.334492212556533
349,20.0,19.166950842094256
350,19.8,19.63955949433498
351,20.1,19.581833784251028
352,16.4,19.80664209407659
353,16.2,17.785228851464485
354,19.0,17.18363919436809
355,19.0,18.44505824575504
356,17.4,18.64413069144008
357,17.4,17.599606819607597
358,18.8,17.45804989081139
359,18.8,18.48703409980098
360,19.0,18.62617970958818
361,17.5,18.582371672315855
362,17.0,17.77307413013131
363,15.9,17.45823227344778
364,16.8,16.823645776761076
365,18.5,16.924534507038064
366,18.5,17.773706414706055
367,18.2,17.3332267747067
368,15.6,17.731782765863414
369,19.5,16.31131826141355
370,19.0,18.386204542451324
371,18.0,18.3126656074768
372,18.0,18.245081640108612
373,17.5,17.725333287208315
374,19.0,17.987302853488114
375,19.2,18.53116426630018
376,19.2,18.730626971551526
377,18.2,18.843377731533405
378,18.5,18.298107920937092
379,19.2,18.55840743259633
380,18.8,18.88865973736666
381,19.5,18.76556227688388
382,20.8,19.096903468080587
383,19.6,19.924997284836326
384,12.0,19.557238225740843
385,18.5,15.297488939113366
386,18.0,18.061851303416038
387,13.4,17.840138321778117
388,19.2,15.186973256900101
389,18.5,17.249287921268554
390,18.2,18.070407670744498
391,18.5,17.99830956701088
392,18.3,17.858824742214875
393,21.8,20.800618300019853
394,21.8,21.494611893736383
395,16.9,21.64043445831144
396,13.0,19.045792885562733
397,18.5,16.221946420481792
398,21.0,18.285509222791266
399,21.0,19.345851375322574
400,21.8,19.464251785337694
401,19.6,20.169854555843504
402,21.7,20.058974253992897
403,20.3,21.14641212978305
404,19.5,20.645439880016173
405,22.0,20.273287529667474
406,19.3,21.14425286378794
407,22.8,19.8453503310303
408,25.0,21.53507915744773
409,25.7,23.09799805931571
410,25.5,24.344234829125963
411,21.8,24.405174857214966
412,21.5,23.13398775285117
413,22.5,22.610151138811045
414,16.5,22.8442931798315
415,16.5,19.25923776695745
416,23.4,22.616203000518443
417,23.4,22.95760425903789
418,22.5,23.03276955507793
419,24.0,22.917423915616336
420,25.0,23.464622576144915
421,26.5,24.203103159035194
422,26.8,25.274463986121575
423,29.0,25.756041414478897
424,27.3,27.440980599270695
425,27.0,26.958960196901252
426,27.0,27.203834546696758
427,27.2,27.180244343510413
428,26.0,27.375389529432272
429,24.5,26.243729862604678
430,24.6,25.492855397806284
431,26.3,25.194339824295422
432,27.6,25.90407764743456
433,27.7,26.387373694463403
434,27.8,26.850104938358662
435,26.5,27.186570846102708
436,21.2,26.803906167869453
437,24.4,23.875461505188223
438,27.1,24.876633400747128
439,25.0,26.027627447885717
440,24.0,24.872014536044773
441,27.0,24.08599280205009
442,17.6,25.245115175057833
443,22.2,21.318839540817216
444,25.8,22.60188918279148
445,24.4,24.21976041586961
446,26.3,23.60485326997876
447,28.2,24.61343728916185
448,29.0,26.543474540541915
449,29.5,27.897575295940722
450,27.8,28.41679471366321
451,28.6,27.974564135084435
452,29.6,28.611823034328694
453,27.0,29.150184021877205
454,29.7,27.9203802737334
455,28.0,28.95715777236181
456,26.8,28.282067518508217
457,27.0,27.512925705644026
458,27.2,27.079249392590807
459,26.2,27.37562372814822
460,28.9,26.589640742087788
461,28.6,27.918515527093025
462,27.4,27.996818777504927
463,29.8,27.614825233448933
464,29.8,28.787938750384527
465,31.3,29.292060917048996
466,30.8,30.244439611791787
467,30.0,29.768682747228247
468,31.3,29.728192073421678
469,30.8,30.055682040573803
470,31.3,30.298180642651612
471,32.3,30.888948796707364
472,31.5,31.580721874414238
473,32.2,31.45242812526632
474,26.0,31.91755408805136
475,30.2,28.625762927815494
476,28.5,30.066570124297833
477,28.4,28.9056770130373
478,30.0,28.755084762672094
479,31.0,29.2300136774171
480,31.0,30.19335832217639
481,32.0,30.35871982964055
482,32.6,31.027316506594634
483,32.4,31.830031967259366
484,30.0,32.07152611035855
485,31.4,30.995741056576605
486,32.0,31.421458802078103
487,31.2,31.697633908048235
488,32.7,31.31431338030298
489,32.0,31.973667911455557
490,31.3,31.846971716529403
491,30.0,31.48846090063557
492,29.0,30.78377767782607
493,28.8,29.703055722319395
494,30.2,29.140214474730794
495,31.5,29.81876865219697
496,31.8,30.548695213973733
497,30.3,31.096051826991868
498,30.5,30.374000289169356
499,30.6,30.67410876988445
500,32.0,30.71848984115702
501,33.5,31.42692462232488
502,33.0,32.28133307844751
503,32.5,32.512800655360024
504,31.5,32.37431642651202
505,30.8,32.00077926516238
506,31.1,31.570529014378323
507,31.0,31.374892658504972
508,31.8,31.160292452975792
509,28.7,31.355579123819002
510,29.6,29.837782632772843
511,32.2,30.017354410337887
512,31.2,31.19256623136996
513,30.2,31.016999706832852
514,30.5,30.338489382088028
515,30.0,30.641226304156465
516,30.5,30.380528948361555
517,30.5,30.44289052685114
518,31.4,31.15612269614691
519,28.4,31.285103186495967
520,29.0,29.5952145609546
521,25.4,29.481207288810733
522,25.7,27.302230981133672
523,27.0,26.877567248396236
524,20.4,26.991809856759044
525,24.2,23.371966890644963
526,27.0,24.20255404462749
527,28.0,25.64498185928192
528,29.2,26.652445145461723
529,30.6,27.39960322823001
530,29.2,29.111895965797924
531,29.8,29.030316622621136
532,30.0,29.52626526188195
533,30.7,29.816198584867617
534,29.8,30.38417327492829
535,27.1,29.884408544583668
536,22.7,28.42019960508823
537,28.5,25.544502073383978
538,28.6,27.89461938452444
539,28.8,27.921626171283712
540,30.5,28.071229681072015
541,31.2,28.97263358491293
542,30.5,30.311768438763018
543,31.1,30.24022417532527
544,31.0,29.96870556645889
545,29.5,30.392471490172483
546,31.6,29.660740041482203
547,30.2,30.618423207282504
548,31.0,30.386215607499643
549,31.5,30.779351389656316
550,33.0,31.0678905047669
551,30.3,32.097191347897954
552,30.5,30.901528224044675
553,28.8,30.81871123204093
554,29.5,29.905255992959884
555,30.4,29.90042951186454
556,31.2,30.11490602648153
557,30.8,30.52974034106518
558,30.6,30.465542784994522
559,31.5,30.537181445863855
560,30.8,31.173455041230568
561,31.2,30.904852856726457
562,29.9,31.012829087912735
563,29.8,30.369789427192682
564,31.8,30.222073251018973
565,31.1,31.166530222072854
566,31.6,30.90878898131226
567,29.0,31.116059426575784
568,31.5,29.90194144531926
569,29.2,31.164491133451378
570,29.4,29.63353878639961
571,30.7,29.69047720414679
572,27.8,30.19196035142276
573,29.5,28.59406969209086
574,28.6,29.359062313330593
575,30.7,28.860389532645517
576,30.3,30.042320098745645
577,28.4,29.85042034127078
578,25.4,29.065793952431587
579,27.0,27.162139577608094
580,28.7,27.60734488334606
581,22.0,28.221374391785215
582,20.7,24.49843875238582
583,24.2,22.85111190084176
584,29.0,24.14205276667155
585,29.2,26.779939529099796
586,26.8,27.080138250721706
587,27.6,26.38967304375917
588,27.5,27.321184281977747
589,25.6,27.703256728529755
590,25.0,26.662129680256225
591,25.6,25.815829120307512
592,24.5,25.898659462127167
593,23.8,25.106600006034665
594,26.5,24.39242422975603
595,28.7,28.917937846214603
596,29.1,28.675519260270473
597,28.6,28.993228960450907
598,27.1,28.855884944269704
599,27.2,28.06423866660651
600,27.1,27.64316884195035
601,28.0,27.43075284314843
602,26.9,27.629837002024825
603,27.3,27.01061796544927
604,27.1,27.228391726782608
605,28.2,27.113904950757256
606,28.0,27.791431438682487
607,26.2,27.695804982813716
608,27.3,26.814785845566963
609,22.2,27.257213936512873
610,25.7,24.471294138400065
611,26.3,25.71193187118827
612,21.6,25.846152979668556
613,25.0,23.420345711119484
614,21.8,24.343950124363822
615,24.8,22.888816384511102
616,26.2,24.194739781043832
617,24.0,24.781383462409305
618,25.2,24.406216442137133
619,25.0,24.8088608800691
620,25.6,24.992449311645775
621,24.1,25.102554563372497
622,24.1,24.685006940979086
623,23.7,24.45918620305796
624,25.3,24.096261003075366
625,24.9,24.59608441771403
626,24.0,24.79988189269094
627,24.4,24.27634233570626
628,24.4,24.474858564006734
629,25.6,24.22891368458136
630,25.6,25.052005123015228
631,24.2,25.133983055120392
632,24.5,24.56277801103796
633,22.0,24.539251965007754
634,23.2,23.233958220419712
635,22.2,23.53793766319158
636,22.5,22.72544479495441
637,22.5,22.67926602320111
638,21.6,22.41316990960007
639,22.5,22.06037423613519
640,21.2,22.305840089588646
641,22.5,21.56417843048835
642,22.7,22.151010465400987
643,23.0,22.4300170680869
644,21.0,22.723276374487288
645,22.5,21.575380626945655
646,20.5,20.427865879357135
647,20.0,20.346104045532442
648,19.8,19.95266459925748
649,18.4,19.977977231471236
650,19.2,19.083086579698804
651,18.9,19.318631369893808
652,16.2,18.940993322744156
653,11.7,17.44031257212459
654,17.1,14.492197356249035
655,15.7,16.651479418564097
656,16.9,15.851898325395354
657,17.2,16.302716444204005
658,17.9,16.351190172817546
659,17.6,17.424418602460857
660,18.2,17.20713093363567
661,18.7,17.72924439203254
662,20.3,18.130645153297312
663,18.8,19.308322417868016
664,17.5,18.825486459733245
665,16.7,18.133832760458162
666,15.8,17.465400221539277
667,15.7,16.81165910554986
668,16.3,16.245118593353883
669,18.1,16.241996776737437
670,18.0,17.07909894643382
671,17.4,17.317569504447125
